ticker,BBAS3,BBDC4,BPAC11,ITUB4,SANB11
BBAS3,0.00030263113497551686,0.00023888294881209442,0.0002281153938400171,0.00021771976726192273,0.0002268340233587739
BBDC4,0.00023888294881209442,0.0003755807812983903,0.00019565686524242114,0.0002916182471772507,0.00027086243034834964
BPAC11,0.0002281153938400171,0.00019565686524242114,0.000692467980176648,0.0001984270726518099,0.00021407328753313487
ITUB4,0.00021771976726192273,0.0002916182471772507,0.0001984270726518099,0.0004565290062604689,0.00027167659737602375
SANB11,0.0002268340233587739,0.00027086243034834964,0.00021407328753313487,0.00027167659737602375,0.0003653683693093818
