,symbol,date,high,close,low,open,volume,adjclose,dividends,splits,period,ticker
0,BPAC11.SA,2021-05-03,28.014999389648438,27.97249984741211,27.15250015258789,27.372499465942383,22199200,27.508525848388672,0.0,0.0,2021-05,BPAC11
1,BPAC11.SA,2021-05-04,27.99250030517578,26.887500762939453,26.677499771118164,27.975000381469727,17109200,26.44152069091797,0.0,0.0,2021-05,BPAC11
2,BPAC11.SA,2021-05-05,27.674999237060547,27.5,26.84749984741211,27.1299991607666,12571600,27.043861389160156,0.0,0.0,2021-05,BPAC11
3,BPAC11.SA,2021-05-06,28.287500381469727,27.94499969482422,27.325000762939453,27.5,18157200,27.48147964477539,0.0,0.0,2021-05,BPAC11
4,BPAC11.SA,2021-05-07,28.6825008392334,27.975000381469727,27.897499084472656,28.047500610351562,14023200,27.5109806060791,0.0,0.0,2021-05,BPAC11
5,BPAC11.SA,2021-05-10,28.540000915527344,28.082500457763672,27.604999542236328,28.46500015258789,14956800,27.61669921875,0.0,0.0,2021-05,BPAC11
6,BPAC11.SA,2021-05-11,28.247499465942383,27.5674991607666,27.075000762939453,27.72249984741211,22893200,27.110239028930664,0.0,0.0,2021-05,BPAC11
7,BPAC11.SA,2021-05-12,27.875,26.954999923706055,26.927499771118164,27.202499389648438,19531200,26.507898330688477,0.0,0.0,2021-05,BPAC11
8,BPAC11.SA,2021-05-13,28.4325008392334,28.002500534057617,27.274999618530273,27.3799991607666,19929200,27.538026809692383,0.0,0.0,2021-05,BPAC11
9,BPAC11.SA,2021-05-14,28.68000030517578,28.075000762939453,27.674999237060547,28.512500762939453,18600800,27.609323501586914,0.0,0.0,2021-05,BPAC11
10,BPAC11.SA,2021-05-17,29.225000381469727,28.967500686645508,27.934999465942383,28.25,17626400,28.487018585205078,0.0,0.0,2021-05,BPAC11
11,BPAC11.SA,2021-05-18,29.200000762939453,28.600000381469727,28.55500030517578,29.165000915527344,10891200,28.1256160736084,0.0,0.0,2021-05,BPAC11
12,BPAC11.SA,2021-05-19,29.122499465942383,28.915000915527344,28.25,28.262500762939453,15608800,28.435392379760742,0.0,0.0,2021-05,BPAC11
13,BPAC11.SA,2021-05-20,30.0625,29.827499389648438,29.030000686645508,29.190000534057617,20151600,29.332754135131836,0.0,0.0,2021-05,BPAC11
14,BPAC11.SA,2021-05-21,29.920000076293945,29.655000686645508,29.207500457763672,29.827499389648438,11086400,29.163118362426758,0.0,0.0,2021-05,BPAC11
15,BPAC11.SA,2021-05-24,30.88249969482422,30.642499923706055,29.739999771118164,29.77750015258789,19749600,30.134235382080078,0.0,0.0,2021-05,BPAC11
16,BPAC11.SA,2021-05-25,31.40250015258789,30.452499389648438,30.450000762939453,30.797500610351562,18743600,29.9473876953125,0.0,0.0,2021-05,BPAC11
17,BPAC11.SA,2021-05-26,31.200000762939453,30.25,30.174999237060547,30.25,24307600,29.748247146606445,0.0,0.0,2021-05,BPAC11
18,BPAC11.SA,2021-05-27,31.045000076293945,30.674999237060547,30.287500381469727,30.469999313354492,15636800,30.166196823120117,0.0,0.0,2021-05,BPAC11
19,BPAC11.SA,2021-05-28,30.985000610351562,30.735000610351562,30.332500457763672,30.872499465942383,10524000,30.225204467773438,0.0,0.0,2021-05,BPAC11
20,BPAC11.SA,2021-05-31,31.4424991607666,31.012500762939453,30.8125,31.25,13231200,30.49810028076172,0.0,0.0,2021-05,BPAC11
21,BPAC11.SA,2021-06-01,31.447500228881836,30.5,29.90250015258789,31.447500228881836,17543600,29.99410057067871,0.0,0.0,2021-06,BPAC11
22,BPAC11.SA,2021-06-02,30.844999313354492,30.325000762939453,30.0,30.549999237060547,15822800,29.822002410888672,0.0,0.0,2021-06,BPAC11
23,BPAC11.SA,2021-06-04,30.71500015258789,30.5625,30.049999237060547,30.125,12745600,30.055564880371094,0.0,0.0,2021-06,BPAC11
24,BPAC11.SA,2021-06-07,30.697500228881836,30.372499465942383,29.799999237060547,30.417499542236328,12547200,29.86871337890625,0.0,0.0,2021-06,BPAC11
25,BPAC11.SA,2021-06-08,30.905000686645508,30.875,30.139999389648438,30.610000610351562,18486800,30.36288070678711,0.0,0.0,2021-06,BPAC11
26,BPAC11.SA,2021-06-09,30.924999237060547,30.364999771118164,30.092500686645508,30.899999618530273,15836000,29.861339569091797,0.0,0.0,2021-06,BPAC11
27,BPAC11.SA,2021-06-10,30.6299991607666,30.202499389648438,30.037500381469727,30.4950008392334,11153200,29.701534271240234,0.0,0.0,2021-06,BPAC11
28,BPAC11.SA,2021-06-11,30.237499237060547,29.56999969482422,29.225000381469727,30.200000762939453,12352400,29.079524993896484,0.0,0.0,2021-06,BPAC11
29,BPAC11.SA,2021-06-14,29.862499237060547,29.614999771118164,29.3799991607666,29.587499618530273,11794000,29.123779296875,0.0,0.0,2021-06,BPAC11
30,BPAC11.SA,2021-06-15,30.72249984741211,30.50749969482422,29.524999618530273,29.71500015258789,15917600,30.001474380493164,0.0,0.0,2021-06,BPAC11
31,BPAC11.SA,2021-06-16,31.0,30.612499237060547,30.25,30.50749969482422,21526000,30.104734420776367,0.0,0.0,2021-06,BPAC11
32,BPAC11.SA,2021-06-17,30.8799991607666,30.577499389648438,30.200000762939453,30.604999542236328,9399600,30.070316314697266,0.0,0.0,2021-06,BPAC11
33,BPAC11.SA,2021-06-18,30.747499465942383,30.537500381469727,30.3125,30.40250015258789,7946800,30.03097915649414,0.0,0.0,2021-06,BPAC11
34,BPAC11.SA,2021-06-21,30.7450008392334,30.7450008392334,30.207500457763672,30.642499923706055,9664000,30.23503875732422,0.0,0.0,2021-06,BPAC11
35,BPAC11.SA,2021-06-22,30.735000610351562,30.232500076293945,29.825000762939453,30.735000610351562,13732000,29.731037139892578,0.0,0.0,2021-06,BPAC11
36,BPAC11.SA,2021-06-23,30.467500686645508,30.302499771118164,30.037500381469727,30.19499969482422,8837200,29.799875259399414,0.0,0.0,2021-06,BPAC11
37,BPAC11.SA,2021-06-24,30.68000030517578,30.100000381469727,30.0575008392334,30.475000381469727,9624000,29.60073471069336,0.0,0.0,2021-06,BPAC11
38,BPAC11.SA,2021-06-25,30.22249984741211,29.5674991607666,29.332500457763672,29.975000381469727,11456000,29.07706642150879,0.0,0.0,2021-06,BPAC11
39,BPAC11.SA,2021-06-28,30.797500610351562,30.489999771118164,29.752500534057617,29.872499465942383,18452400,29.98426628112793,0.0,0.0,2021-06,BPAC11
40,BPAC11.SA,2021-06-29,30.674999237060547,30.674999237060547,30.0,30.575000762939453,8230800,30.166196823120117,0.0,0.0,2021-06,BPAC11
41,BPAC11.SA,2021-06-30,30.625,30.514999389648438,30.104999542236328,30.625,46547200,30.008852005004883,0.0,0.0,2021-06,BPAC11
42,BPAC11.SA,2021-07-01,31.149999618530273,30.09000015258789,29.700000762939453,30.489999771118164,9616900,29.59090232849121,0.0,4.0,2021-07,BPAC11
43,BPAC11.SA,2021-07-02,31.799999237060547,31.459999084472656,30.31999969482422,30.5,13466300,30.93817710876465,0.0,0.0,2021-07,BPAC11
44,BPAC11.SA,2021-07-05,31.959999084472656,31.40999984741211,31.100000381469727,31.719999313354492,6827100,30.889005661010742,0.0,0.0,2021-07,BPAC11
45,BPAC11.SA,2021-07-06,31.670000076293945,30.719999313354492,30.43000030517578,31.360000610351562,6344000,30.210451126098633,0.0,0.0,2021-07,BPAC11
46,BPAC11.SA,2021-07-07,31.200000762939453,30.969999313354492,30.31999969482422,31.09000015258789,10997100,30.456302642822266,0.0,0.0,2021-07,BPAC11
47,BPAC11.SA,2021-07-08,30.600000381469727,30.43000030517578,29.450000762939453,30.31999969482422,9935900,29.925262451171875,0.0,0.0,2021-07,BPAC11
48,BPAC11.SA,2021-07-12,30.950000762939453,30.709999084472656,30.329999923706055,30.790000915527344,5903000,30.20061492919922,0.0,0.0,2021-07,BPAC11
49,BPAC11.SA,2021-07-13,31.350000381469727,31.149999618530273,30.25,30.600000381469727,5963400,30.633317947387695,0.0,0.0,2021-07,BPAC11
50,BPAC11.SA,2021-07-14,31.899999618530273,31.690000534057617,31.299999237060547,31.510000228881836,8635400,31.16436195373535,0.0,0.0,2021-07,BPAC11
51,BPAC11.SA,2021-07-15,32.45000076293945,32.189998626708984,31.469999313354492,31.690000534057617,11500000,31.65606689453125,0.0,0.0,2021-07,BPAC11
52,BPAC11.SA,2021-07-16,32.20000076293945,31.68000030517578,31.520000457763672,32.20000076293945,6575600,31.15452766418457,0.0,0.0,2021-07,BPAC11
53,BPAC11.SA,2021-07-19,31.479999542236328,31.15999984741211,30.6299991607666,31.110000610351562,10286900,30.643152236938477,0.0,0.0,2021-07,BPAC11
54,BPAC11.SA,2021-07-20,31.68000030517578,31.600000381469727,30.8700008392334,31.239999771118164,3843700,31.075855255126953,0.0,0.0,2021-07,BPAC11
55,BPAC11.SA,2021-07-21,31.93000030517578,31.850000381469727,31.31999969482422,31.600000381469727,3619100,31.32171058654785,0.0,0.0,2021-07,BPAC11
56,BPAC11.SA,2021-07-22,31.959999084472656,31.65999984741211,31.5,31.610000610351562,3671700,31.134859085083008,0.0,0.0,2021-07,BPAC11
57,BPAC11.SA,2021-07-23,32.029998779296875,31.68000030517578,31.40999984741211,31.790000915527344,4046600,31.15452766418457,0.0,0.0,2021-07,BPAC11
58,BPAC11.SA,2021-07-26,32.72999954223633,32.27000045776367,31.520000457763672,31.700000762939453,8295000,31.734743118286133,0.0,0.0,2021-07,BPAC11
59,BPAC11.SA,2021-07-27,32.209999084472656,31.670000076293945,31.139999389648438,32.209999084472656,10174700,31.14469337463379,0.0,0.0,2021-07,BPAC11
60,BPAC11.SA,2021-07-28,31.969999313354492,31.020000457763672,30.780000686645508,31.8700008392334,9136600,30.505474090576172,0.0,0.0,2021-07,BPAC11
61,BPAC11.SA,2021-07-29,31.5,30.649999618530273,30.309999465942383,31.149999618530273,13759300,30.141611099243164,0.0,0.0,2021-07,BPAC11
62,BPAC11.SA,2021-07-30,30.920000076293945,29.149999618530273,28.799999237060547,30.290000915527344,16747000,28.66649055480957,0.0,0.0,2021-07,BPAC11
63,BPAC11.SA,2021-08-02,30.31999969482422,29.540000915527344,29.15999984741211,29.899999618530273,14655600,29.050024032592773,0.0,0.0,2021-08,BPAC11
64,BPAC11.SA,2021-08-03,30.1299991607666,30.0,28.360000610351562,29.549999237060547,14106800,29.50239372253418,0.0,0.0,2021-08,BPAC11
65,BPAC11.SA,2021-08-04,30.059999465942383,29.81999969482422,29.399999618530273,29.899999618530273,8701600,29.32537841796875,0.0,0.0,2021-08,BPAC11
66,BPAC11.SA,2021-08-05,30.479999542236328,29.719999313354492,29.34000015258789,30.0,10883200,29.22703742980957,0.0,0.0,2021-08,BPAC11
